AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
H64,,,M,Light,10433,2900,90,617.3328,90,617.3328,90,NaN,,145,NaN,FL210,257,,,145,1286.11,100,NaN,1028.888,20.57776,A,,H64,1 pilot and 1 gunner/co-pilot&#13;&#10;1x 30mm M230 Chain Gunn&#13;&#10;4 pylon stations on the wings.&#13;&#10;Air-to-ground rockets&#13;&#10;AGM-114 Hellfire or AIM-92 Stinger missiles. ,Originally designed by Hughes helicopters with the first flight made in September 1975. however the first production Apache helicopter was produced in 1983. Later it was produced by Mcdonnel Douglas and lately by Boeing after the merger between Boeing and Mcdonnel Douglas.&#13;&#10;The Apache helicopter has been upgraded several times over the years. the latest version being the AH-64E which include amongst other things. a more powerfull engine. new composite rotorblades. improved landing gear and full IFR capability.,,14.63,17.73,3.87, 2 × General Electric T700-GE-701 and later upgraded to T700-GE-701C (1990&#8211;present) &amp; T700-GE-701D (AH-64E) turboshafts. -701: 1.690 shp. -701C: 1.890 shp. -701D: 2.000 shp (-701: 1.260 kW. -701C: 1.490 kW. -701D: 1.490 kW) each,0,A,15.4332,7.71666,3,,1.028888,1.028888
H66,,,M,No,7896,900,120,NaN,,NaN,,NaN,,165,NaN,FL150,262,,,160,514.444,120,NaN,514.444,20.57776,A,,H66,1 pilot and 1 co-pilot.,The RAH-66 had it&#39;s first flight in January 1996. and was intented to be a stealth helicopter. But only 2 prototypes were built before the programme was stopped in 2004 after nearly $7 billion was spend on the programme. as the US Army decided to use the money on upgrading it&#39;s existing helicopters and develop the Unmanned Aerial Vehicles (UAVs) further. &#13;&#10;The programme was a joint venture between Boeing and Sikorsky.,,11.9,14.28,3.37,2 × LHTEC T800-LHT-801 turboshaft. 1.563 hp (1.165 kW) each,0,A,15.4332,7.71666,3,,1.028888,1.028888
HAR,137,0,M,Light,11793,14500,170,5144.44,270,5144.44,270,2572.22,0.74,480,0.4115552,FL500,500,0.78,10000,350,5144.44,250,NaN,771.666,72.02216,C,0,HAR,One pilot or one pilot and one navigator in tandem position.,Attack aircraft  and naval multi role fighter. In service since 1967 (FRS.1 since 1982. F/A-2 since 1993). Worlds first operational VSTOL (vertical short take-off and landing) aircraft with fixed wing. Built as light attack aircraft AV-8. TAV-8 (two seat version) and naval fighter (Sea Harrier) FRS.1. Further development as Sea Harrier F/A-2  with new airframe. cockpit and avionics. Licence development AV-8/VA-2 Harrier 2 for US Navy by McDonnell Douglas (now BOEING). Besides RAF/Royal Navy in use by the US Marines and several european Navies. FRS.1: Length 14.5 m. MTOW 11880 kg. VA-2: Length 14.17 m. MTOW 11880 kg. Max Mach 1.08,British Aerospace Harrier. Sea Harrier<br />CASA EAV-8.V A-2 Matador,8.3,14.5,3.6,AV-8: 1 x 90.71 kN R-R Pegasus MK 103 turbofan. FRS.1: 1 x 95.6 kN R-R Pegasus MK 104 turbofan. F/A-2: 1 x 95.6 kN R-R Pegasus MK 106 turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
HAWK,115,700,M,Light,5100,9300,145,3601.108,300,2572.22,300,1543.332,0.72,420,0.385833,FL500,1300,0.76,8000,350,3601.108,250,NaN,771.666,64.3055,C,600,HAWK,One pilot or one pilot and one navigator in tandem position.,Advanced trainer and light attack fighter. In service since 1976. Successful trainer family for the past 25 years. Development began by HAWKER SIDDELEY. Built in many versions: MK 50 first export version. MK 60 (mainly used as trainer) with more powerful engine and improved wings. and for ground attack. two seater Hawk 100 with further more powerful engine. revised wings and extended nose. Ultimate single seat version Hawk 200. T-45 Goshawk improved. stretched licence development by McDonnell Douglas (now BOEING) for US Navy. Hawk 100: Wingspan 9.94 m. Length 11.68 m. Hawk 200: Length 11.34 m. Height 4.13 m. Max Mach 0.91,,9.4,11.9,4,50: 1 x 23.6kN R-R Turboméca RT172-06-11 Adour 151 turbofan. 60: 1 x 25.4kN R-R Adour 861 turbofan. 100: 1 x 26.6kN R-R Adour 900 turbofan. 200: 1 x 26.0kN R-R Pegasus MK 105 turbofan. T-45: 1 x 26kN Turboméca F405-RR-401 turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
IL18,120,1300,M,Upper,64000,1000,150,411.5552,250,308.6664,250,257.222,0.6,350,0.31381084,FL380,3500,0.61,1000,320,514.444,250,77.1666,514.444,66.87772,C,900,IL8,Flightcrew of five and typical 75 passengers (84 in IL-18C. 90 in IL-18D/E).,Medium range turboprop airliner and military transporter. In service since 1959.  Developed in some versions: IL-18 to IL-18E civil versions. IL-18 military VIP and general transport. IL-20 Elint platform and IL-22 command post. Naval adaption IL-38 May (ICAO Designator: IL38) for maritime patrol/AW. with stretched fuselage and forward mounted wings. More than 600 aircraft were built. approx. 50 remain in commercial service.,,37.4,35.9,10.2,18: 4x 4.190 SHP Ivtschenko AI-20 turboprops with 4 blade AW68I propellers. &#13;&#10;18D: 4x 4.250 SHP Ivtschenko Al-20M turboprops with 4 blade AW68I propellers.,75,D,15.4332,7.71666,3,,1.028888,1.028888
IL62,150,3300,H,Lower,165000,1000,180,514.444,290,411.5552,290,257.222,0.72,460,0.42184408,FL390,5200,0.72,800,290,771.666,250,92.59992,771.666,74.59438,D,2300,IL6,Flightcrew of five and typical 174 passengers in IL-62M (186 in IL-62. 195 in IL-62MK).,Medium to long range airliner. In service since 1967.  Russian version of the VICKERS VC10 concept. Improved production Il-62M. appeared in 1971. Third model Il-62MK. with higher MTOW and passenger capacity. since 1978. Production ceased in 1994. More than 250 aircraft were built including over 75 for export. In 1999 aprox. 49 aircraft remain in service.,,43.2,53.1,12.4,62: 4 x 103 kN Kuznetsov NK-8-4 turbofans. 62M: 4 x 107.9 kN Soloviev D - 30KU turbofans.,174,D,15.4332,7.71666,3,,1.028888,1.028888
IL76,120,900,H,Lower,170000,1000,150,411.5552,250,360.1108,250,257.222,0.7,430,0.38068856,FL390,2500,0.7,800,250,771.666,250,92.59992,771.666,61.73328,B,700,IL7,Flightcrew of seven and 50 t payload.,Long range freighter. In service since 1975.  A military transport developed in many versions. also as civil transport aircraft. AWACS. firefighter and tanker aircraft. IL-78 MIDAS an air-to-air refuelling development to replace Myasischev Bison tankers. Most IL-78 tankers serve in civil colours. Latest version IL-82 has an extended fuselage. A CFM56 engine powered model is planned.,Il-76/78/82.Gajaraj<br />ILYUSHIN Il-76/78/82.Gajaraj,50.5,46.6,14.8,76: 4 x 117 kN Soloviev D-30KP turbofans. 76M: 4 x 156.9 kN AviadVigatal PS-90AN turbofans.,0,D,15.4332,7.71666,3,,1.028888,1.028888
IL86,155,2800,H,Lower,215000,2000,185,771.666,290,668.7772,290,514.444,0.72,490,0.42184408,FL370,2000,0.72,1000,290,1286.11,250,92.59992,771.666,77.1666,D,1200,ILW,Flightcrew of 3 and 234 passengers in two classes. up to 350 in high density configuration.,Medium range wide-body airliner. In service since 1980.  Soviet Unions first wide-body airliner and model with underwing engines. Production ceased in 1994 after 107 aircraft were built. In 1999 approx. 90 remain in service. all with Russian and CIS operators (one by Chinese Airline). Planned CFM re-engined version has been delayed indefinitely.,,48.1,59.5,15.8,4 x 127 kN Kuznetsov NK-86 turbofans.,234,D,15.4332,7.71666,3,,1.028888,1.028888
IL96,150,2800,H,Upper,250000,2000,180,771.666,290,617.3328,290,514.444,0.72,470,0.42698852,FL390,6900,0.72,1000,290,1286.11,250,NaN,771.666,77.1666,D,2000,IL9,Flightcrew of two and 235 (312 in IL-96M) passengers in three classes. up to 300 (375 in IL-96M) in high density configuration.,Long range wide-body airliner. In service since 1993 (IL-96M since 1998).  Russias second wide-body airliner based on the IL-86 with a modern western design. IL-96-300 standard version. Stretched development IL-96M. IL-96T freighter version of IL-96M. New twin engine version IL-98 under construction.  IL-96M: Length 60.1 m. Height 15.2 m. MTOW 270000 Kg.,,60.11,55.3,17.5,300: 4 x 156 kN Soloviev PS-90A turbofans. M: 4 x 170 kN Pratt&amp;Whitney PW2337 turbofans.,235,E,15.4332,7.71666,3,,1.028888,1.028888
J328,135,1300,M,Lower,15660,2500,165,771.666,240,668.7772,240,514.444,0.6,350,0.33953304,FL350,2000,0.66,1000,240,1286.11,250,87.45548,771.666,59.16106,B,1200,D38,Flightcrew of two and 32 passengers.,Regional airliner. In service since 1999.  Regional jet airliner development in the 30 seat class. Based on the FAIRCHILD DORNIER 328 turboprop airliner. Corporate model Envoy 3. A 40 Seat version 428Jet was dropped from the development in 2000.  Envoy 3: MTOW 14900 Kg Range 2000 NM.,Envoy 3<br />FAIRCHILD DORNIER 328JET Envoy 3,20.98,21.3,7.2,2 x 26.9 kN P&amp;W PW306B turbofans.,32,B,15.4332,7.71666,3,,1.028888,1.028888
JAGR,125,940,M,Lower,15700,20000,155,7716.66,300,6687.772,300,5144.44,0.8,480,0.49386624,FL450,1400,0.8,10000,350,5144.44,250,NaN,771.666,76.137712,D,785,JAGR,One or  two pilots in tandem position.,Ground attack aircraft. In service since 1973 (British since 1974).  Worlds first binational (British/French) military aircraft development. Built in several versions: GR.1 single seat. T.2 two seat basic version. GR.1A with advanced navigation/attack system. GR.3 with improved ECM system. new LCD screen cockpit and more powerful Adour MX 166 turbofans. Jaguar International (largest customer India) based on Jaguar GR1. Licence production by HAL. India as Shamsher.,,8.7,16.8,4.9,GR1: 2 x 23.7kN (with afterburner 2 x 38.8kN) R-R Turbomeca Adour MK 102 turbofans. International: 2 x 24.6kN (with afterburner 2 x 37.4kN) R-R Turbomeca Adour 811 turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
JS1,110,759,L,Light,5670,2100,160,874.5548,160,668.7772,160,NaN,,210,0.2829442,FL300,1600,0.55,1000,160,771.666,140,61.73328,514.444,51.4444,B,710,JS1,2 pilots  with a seating capability between 4 and 12 passengers.,The aircraft was originally designed back in 1965 as a 12 seat aircraft. The aircraft got it&#8217;s distinctive nose feature in order to streamline the aircraft to improve performance. The Jetstream 1 first flew on August 18th 1967. The aircraft originally came with Turbomeca Astazou XIV engines. however these proved to be problematic and underpowered for the design..&#13;&#10;The Jetstream 1 first flew on August 18th 1967. and 36 aircraft were delivered during the first year. but by then Handley Page had changed the engine to a more powerfull 965hp Astazou XVI engine and renamed it Jetstream 2. However only 3 Jetstream 2 were completed before Handley Page went bankrupt. After the bankruptcy. Scottish Aviation took over the production.,,15.85,14.37,5.32,2 x 850shp Turbomeca Astazou XIV turboprop engines with 3 bladed constant speed propelle,12,B,15.4332,7.71666,3,,1.028888,1.028888
JS20,115,650,M,Light,5700,2500,130,771.666,160,514.444,160,NaN,,230,0,FL250,1200,1,1000,220,771.666,180,72.02216,771.666,54.01662,B,610,JS20,2 crew and 16 passengers.,Further development of the JS1 with more powerful engines. The first Jetstream 2 was delivered in 1969. Handley page only built 3 Jetstream 2. before they went Bankrupt. Scottish Aviation continued the production and named it Jetstream 200. ,,15.85,14.37,5.32,2x Turbomeca Astazou XVI C2 965 hp Turboprop,16,B,15.4332,7.71666,3,,1.028888,1.028888
JS3,115,759,M,Light,5700,1500,170,617.3328,195,257.222,195,NaN,,240,0,FL290,1920,1,1000,220,771.666,180,72.02216,514.444,57.617728,B,305,JS3,2 crew and 16 passengers,Originally build by Handley Page Great Britain. Later marketed by. Century Aircraft Corp. of Amarillo Texas.&#13;&#10;US Air force considered the Jetstream when the manufacture offered the more powerfull TPE 331 engines. They placed an order for 11 Jetstream 3. known as the C-10A. Fitted with a cargo door. and accommodation for 12 passengers or 6 stretchers. In October 1969 US Air Force cancelled the order citing late delivery.&#13;&#10;,,15.85,14.37,5.32,Garrett AiResearch TPE 331,16,B,15.4332,7.71666,3,,1.028888,1.028888
JS31,110,1800,M,Light,6950,2000,130,771.666,190,514.444,190,NaN,,250,NaN,FL250,550,,,240,771.666,200,84.88326,514.444,59.16106,B,1300,J31,Flightcrew of 2 and up to 18 passengers.,Commuter airliner. In service since 1982. Over 400 Jetstream 31/32 aircraft have been delivered.,BAe-3100 Jetstream 31<br />Jetstream T.Mk.3,15.85,14.37,5.32,2 x 940 shp Garrett TPE331-10UG,18,B,15.4332,7.71666,3,,1.028888,1.028888
JS32,110,1570,M,Light,7360,2000,140,771.666,190,617.3328,190,NaN,,235,NaN,FL250,850,,,240,1028.888,200,77.1666,514.444,59.16106,B,1220,J32,Flightcrew of two and typical 12 passengers (8 in executive layout) up to 19 in high density configuration.,Commuter airliner. In service since 1988.  Better performance development of Jetstream 31 with higher take-off weight. Over 400 Jetstream 31/32 aircraft have been delivered.,BAe-3200 Jetstream Super 31<br />Jetstream Super 31,15.85,14.36,5.38,2 x 1.020SHP Garret TPE331-12 UAR turboprops with four blade propellers.,12,B,15.4332,7.71666,3,,1.028888,1.028888
JS41,110,1520,M,Light,10886,2200,140,771.666,230,565.8884,230,NaN,,290,NaN,FL260,1000,,,280,771.666,250,87.45548,771.666,61.73328,B,1280,J41,Flightcrew of two and typical 16 passengers. up to 29 in high density configuration.,Commuter airliner. In service since 1992.  Improved stretched development of Jetstream 31 with more powerful engines and EFIS cockpit. The production was terminated in May 1997 after 100 aircraft had been delivered.,BAe-4100 Jetstream 41,18.42,19.33,5.61,2 x 1.500SHP Garrett TPE331-14 GR/HR or 2 x 1.650SHP Garrett TPE33 -14 turboprops with 5 blade propellers.,16,B,15.4332,7.71666,3,,1.028888,1.028888
K35E,140,2700,H,Lower,134720,1300,155,514.444,300,411.5552,300,411.5552,0.74,440,0.39612188,FL360,1400,0.79,800,300,1286.11,250,92.59992,771.666,69.44994,C,800,K35E,Flightcrew of  four and 92210 kg fuel capacity.,Air-to-air refueling tanker. In service since 1982.  Improved development of KC-135 A/B with more powerful ex. civilian TF33 engines (ICAO Designator: K35A). USAF continues to re-engine KC-135 As to KC-135 D/Es and KC-135Rs. Max Mach 0.82,,39.9,41.5,12.7,4 x 93.4 kN P&amp;W TF33-PW-100 turbofans.,0,D,15.4332,7.71666,3,,1.028888,1.028888
K35R,125,2700,H,Lower,146285,2500,155,1028.888,330,771.666,330,514.444,0.78,440,0.4372774,FL500,7500,0.8,1000,300,1028.888,250,92.59992,771.666,69.44994,C,800,K35R,Flightcrew of four and 90719 Kg fuel capacity.,Air-to-air refueling tanker. In service since 1985.  Improved version of KC-135E with CFM  engines and electronic cockpit. Used by United States. France. Turkey and several other Air Forces. US Air Force continues to upgrade old KC-135 to KC-135R. Max Mach 0.82,BOEING KC-135R/T Stratotanker (CFM56),39.9,41.5,12.7,4 x 97.9 kN CFMI CFM - F108 turbofans.,0,D,15.4332,7.71666,3,,1.028888,1.028888
KA50,,,M,Light,10800,2000,80,514.444,120,514.444,120,NaN,,146,NaN,FL180,335,,,140,1028.888,110,NaN,771.666,30.86664,A,,KA50,1 pilot,The black shark first flew in Jun 1982 and only 10 Ka-50s were built. Nato name: Hokum A.&#13;&#10;The Ka-50 features a pilot ejection seat. Before the seat is ejected the rotor blades are blown away by an explosive charge in the discs and the canopy is jettisoned. It was in the late 80s further developed in to the Ka-52 alligator.,,14.5,16,4.93,2 × Klimov TV3-117VK turboshafts. 1.641 kW (2.200 shp) each,0,A,15.4332,7.71666,3,,1.028888,1.028888
KA52,,,M,Light,10800,1900,100,462.9996,120,462.9996,120,NaN,,150,NaN,FL180,,150,1200,150,617.3328,100,NaN,514.444,20.57776,A,,KA52,2 pilots,The KA52 Alligator is a further development from the KA50 Black Shark. It was first flown in June 1997 and features a 2 man side by side cockpit equipped with ejection seats.,,14.5,16,4.93,2 × Klimov TV3-117VMA 1.641 kW (2.200 shp),0,A,15.4332,7.71666,3,,1.028888,1.028888
L101,150,2400,H,Lower,195040,2000,180,771.666,310,617.3328,310,514.444,0.75,485,0.44242184,FL360,4600,0.72,800,290,1286.11,250,113.17768,771.666,72.02216,C,1800,L10/L11/L15/L1F,Flightcrew of three and typical 256 (246 in L1011-500) passengers in two classes. up to 400 in high density configuration.,Long range wide-body airliner. In service since 1972 (L1011-500 since 1979).  LOCKHEED&#39;s second and last wide-body airliner development. Built in the standard fuselage models: 1/100/200. with different powerful engines and the short fuselage version L1011-500. L1011-250 combines fuselage of 200 with powerplant of 500. Production ceased in 1983.  KC-1 and C-2 strategic tanker and freighter conversions of L1011-500 for Royal Air Force. L1011-200: MTOW 211375 Kg. L1011-500: MTOW 231300 Kg Wing span 50.1 m Length 50.8 m.,,47.4,54.3,16.9,1/50/100: 3 x 187 kN R-R RB211-22B turbofans. 200: 3 x 215 kN R-R RB211-524 turbofans.,256,D,15.4332,7.71666,3,,1.028888,1.028888
L159,120,450,M,Light,8000,10000,150,4372.774,300,2572.22,300,2057.776,0.69,490,0.42184408,FL430,850,0.73,5000,350,2572.22,250,NaN,771.666,66.87772,C,750,L159,Single pilot. however L159B and L159T are 2 seaters. L159B is designed for training in advanced operational fighter training.,Light multi-role fighter and lead-in trainer. In service since 2000.  Advanced development of L-39/139/59 family. with new engine. modern avionics and radar. Operated by Czech Air Force only.,,9.5,12.7,4.8,1 x 28 kN Honeywell ITEC F124-GA-100 turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
L188,120,1300,M,Lower,51250,1500,150,514.444,250,514.444,250,NaN,,350,0.27779976,FL280,2200,,,330,771.666,250,87.45548,771.666,66.87772,C,900,LOE/LOF/LOM,Flightcrew of three and up to 104 passengers or 12 t payload.,Medium range airliner and freighter. In service since 1959.  Medium range airliner/freighter development for american domestic service. L-188C with greater fuel capacity and higher weight. Also used as military transport aircraft. Maritime patrol versions P-3 Orion. CP-140 Aurora and CP-140A Arctorus (ICAO Designator: P3). In 1999 approx. 55 aircraft remain in commercial service but only a small number in passenger service. mainly in South America.,L-188 Electra,30.2,31.8,10,4 x 4.910 SHP Allison T56-A14 or 4 x 3.750 SHP Alison 501-D13 turboprops with 4 blade propellers.,104,C,15.4332,7.71666,3,,1.028888,1.028888
L29B,145,1600,M,Lower,20227,3500,175,1028.888,290,874.5548,290,771.666,0.72,440,0.39097744,FL430,2400,0.72,1000,290,1543.332,250,113.17768,771.666,72.02216,C,700,L29B,Flightcrew of two and 8 to 10 passengers.,Four jet engined corporate jet. In service since 1977 (L-1329 Jetstar since 1961).  Re-engined turbofan development of turbojet powered L-1329 Jetstar (ICAO Designator: L29A). Production ceased in 1979.,L-1329 Jetstar 2/731,16.6,18.4,6.2,4 x 16.78 kN Garret TFE 731-3 turbofans. L-1329: 4 x 14.7 kN P&amp;W  JT12A-6 turbojets.,10,B,15.4332,7.71666,3,,1.028888,1.028888
